IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
412,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,43,2978,M,Propia, $ 14.890.000 
1411,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,43,2978,M,Propia, $ 14.890.000 
128,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,2978,M,Propia, $ 14.890.000 
1127,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,35,2978,M,Propia, $ 14.890.000 
918,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,38,2969,F,Arrienda, $ 14.845.000 
1917,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,38,2969,F,Arrienda, $ 14.845.000 
1146,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,47,2964,M,Propia, $ 14.820.000 
147,Disminuye Cupo,23,Buen Cliente,Dependiente,Soltero,47,2964,M,Propia, $ 14.820.000 
640,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,50,2957,M,Propia, $ 14.785.000 
1639,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,50,2957,M,Propia, $ 14.785.000 
528,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,45,2930,F,Arrienda, $ 14.650.000 
1527,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,45,2930,F,Arrienda, $ 14.650.000 
357,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,36,2924,M,Propia, $ 14.620.000 
1356,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,36,2924,M,Propia, $ 14.620.000 
190,Mantiene Cupo,21,Buen Cliente,Independiente,Casado,41,2923,F,Arrienda, $ 14.615.000 
1189,Mantiene Cupo,21,Buen Cliente,Independiente,Casado,41,2923,F,Arrienda, $ 14.615.000 
1585,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,56,2910,M,Propia, $ 14.550.000 
586,Disminuye Cupo,23,Buen Cliente,Dependiente,Soltero,56,2910,M,Propia, $ 14.550.000 
217,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,47,2901,F,Arrienda, $ 14.505.000 
1216,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,47,2901,F,Arrienda, $ 14.505.000 
251,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,43,2899,M,Propia, $ 14.495.000 
1250,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,43,2899,M,Propia, $ 14.495.000 
516,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,29,2896,M,Propia, $ 14.480.000 
1515,Mantiene Cupo,24,Buen Cliente,Dependiente,Soltero,29,2896,M,Propia, $ 14.480.000 
750,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,37,2892,M,Arrienda, $ 14.460.000 
1749,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,37,2892,M,Arrienda, $ 14.460.000 
1129,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,35,2872,M,Propia, $ 14.360.000 
130,Aumenta Cupo,0,Buen Cliente,Dependiente,Casado,35,2872,M,Propia, $ 14.360.000 
797,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,38,2864,M,Propia, $ 14.320.000 
1796,Mantiene Cupo,18,Buen Cliente,Dependiente,Casado,38,2864,M,Propia, $ 14.320.000 
751,Mantiene Cupo,36,Buen Cliente,Independiente,Casado,35,2862,M,Propia, $ 14.310.000 
1750,Mantiene Cupo,36,Buen Cliente,Independiente,Casado,35,2862,M,Propia, $ 14.310.000 
627,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,28,2859,M,Propia, $ 14.295.000 
1626,Aumenta Cupo,12,Buen Cliente,Independiente,Casado,28,2859,M,Propia, $ 14.295.000 
339,Aumenta Cupo,10,Buen Cliente,Dependiente,Casado,49,2848,M,Propia, $ 14.240.000 
1338,Aumenta Cupo,10,Buen Cliente,Dependiente,Casado,49,2848,M,Propia, $ 14.240.000 
274,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,55,2835,M,Propia, $ 14.175.000 
1273,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,55,2835,M,Propia, $ 14.175.000 
184,Aumenta Cupo,30,Buen Cliente,Dependiente,Soltero,30,2831,F,Arrienda, $ 14.155.000 
1183,Aumenta Cupo,30,Buen Cliente,Dependiente,Soltero,30,2831,F,Arrienda, $ 14.155.000 
212,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,32,2828,M,Propia, $ 14.140.000 
1211,Disminuye Cupo,24,Mal Cliente,Dependiente,Soltero,32,2828,M,Propia, $ 14.140.000 
44,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,29,2825,M,Propia, $ 14.125.000 
1043,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,29,2825,M,Propia, $ 14.125.000 
760,Mantiene Cupo,36,Buen Cliente,Independiente,Casado,45,2820,M,Arrienda, $ 14.100.000 
1759,Mantiene Cupo,36,Buen Cliente,Independiente,Casado,45,2820,M,Arrienda, $ 14.100.000 
390,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,50,2812,F,Arrienda, $ 14.060.000 
1389,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,50,2812,F,Arrienda, $ 14.060.000 
2,Disminuye Cupo,9,Buen Cliente,Independiente,Casado,38,2799,M,Propia, $ 13.995.000 
1001,Disminuye Cupo,9,Buen Cliente,Independiente,Casado,38,2799,M,Propia, $ 13.995.000 
169,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,30,2788,F,Arrienda, $ 13.940.000 
1168,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,30,2788,F,Arrienda, $ 13.940.000 
727,Aumenta Cupo,21,Buen Cliente,Independiente,Soltero,37,2782,F,Arrienda, $ 13.910.000 
1726,Aumenta Cupo,21,Buen Cliente,Independiente,Soltero,37,2782,F,Arrienda, $ 13.910.000 
726,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,54,2779,F,Propia, $ 13.895.000 
1725,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,54,2779,F,Propia, $ 13.895.000 
864,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,34,2775,M,Propia, $ 13.875.000 
1863,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,34,2775,M,Propia, $ 13.875.000 
957,Mantiene Cupo,21,Buen Cliente,Independiente,Soltero,32,2767,M,Arrienda, $ 13.835.000 
1956,Mantiene Cupo,21,Buen Cliente,Independiente,Soltero,32,2767,M,Arrienda, $ 13.835.000 
556,Aumenta Cupo,33,Mal Cliente,Independiente,Casado,34,2764,F,Arrienda, $ 13.820.000 
1555,Aumenta Cupo,33,Mal Cliente,Independiente,Casado,34,2764,F,Arrienda, $ 13.820.000 
979,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,33,2762,F,Arrienda, $ 13.810.000 
1978,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,33,2762,F,Arrienda, $ 13.810.000 
747,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,29,2760,M,Propia, $ 13.800.000 
1746,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,29,2760,M,Propia, $ 13.800.000 
366,Aumenta Cupo,12,Mal Cliente,Dependiente,Casado,37,2759,M,Propia, $ 13.795.000 
1365,Aumenta Cupo,12,Mal Cliente,Dependiente,Casado,37,2759,M,Propia, $ 13.795.000 
210,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,35,2753,M,Propia, $ 13.765.000 
1209,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,35,2753,M,Propia, $ 13.765.000 
1311,Aumenta Cupo,44,Mal Cliente,Dependiente,Soltero,29,2751,M,Propia, $ 13.755.000 
312,Aumenta Cupo,5,Mal Cliente,Dependiente,Soltero,29,2751,M,Propia, $ 13.755.000 
479,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,49,2748,F,Arrienda, $ 13.740.000 
1478,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,49,2748,F,Arrienda, $ 13.740.000 
914,Disminuye Cupo,36,Mal Cliente,Dependiente,Casado,46,2746,M,Propia, $ 13.730.000 
1913,Disminuye Cupo,36,Mal Cliente,Dependiente,Casado,46,2746,M,Propia, $ 13.730.000 
71,Mantiene Cupo,21,Buen Cliente,Dependiente,Casado,33,2745,M,Propia, $ 13.725.000 
1070,Mantiene Cupo,21,Buen Cliente,Dependiente,Casado,33,2745,M,Propia, $ 13.725.000 
416,Aumenta Cupo,28,Buen Cliente,Dependiente,Casado,40,2743,M,Propia, $ 13.715.000 
1415,Aumenta Cupo,28,Buen Cliente,Dependiente,Casado,40,2743,M,Propia, $ 13.715.000 
679,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,44,2728,M,Propia, $ 13.640.000 
1678,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,44,2728,M,Propia, $ 13.640.000 
990,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,38,2718,F,Arrienda, $ 13.590.000 
1989,Mantiene Cupo,24,Buen Cliente,Independiente,Casado,38,2718,F,Arrienda, $ 13.590.000 
605,Disminuye Cupo,36,Buen Cliente,Dependiente,Soltero,28,2712,M,Propia, $ 13.560.000 
1604,Disminuye Cupo,36,Buen Cliente,Dependiente,Soltero,28,2712,M,Propia, $ 13.560.000 
261,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,37,2708,M,Propia, $ 13.540.000 
1260,Aumenta Cupo,15,Buen Cliente,Dependiente,Casado,37,2708,M,Propia, $ 13.540.000 
288,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,44,2697,M,Propia, $ 13.485.000 
1287,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,44,2697,M,Propia, $ 13.485.000 
256,Mantiene Cupo,15,Buen Cliente,Independiente,Casado,34,2687,M,Propia, $ 13.435.000 
1255,Mantiene Cupo,15,Buen Cliente,Independiente,Casado,34,2687,M,Propia, $ 13.435.000 
156,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,35,2684,M,Propia, $ 13.420.000 
1155,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,35,2684,M,Propia, $ 13.420.000 
62,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,29,2679,F,Arrienda, $ 13.395.000 
1061,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,29,2679,F,Arrienda, $ 13.395.000 
266,Aumenta Cupo,22,Buen Cliente,Dependiente,Casado,34,2675,M,Propia, $ 13.375.000 
1265,Aumenta Cupo,22,Buen Cliente,Dependiente,Casado,34,2675,M,Propia, $ 13.375.000 
849,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,37,2671,F,Arrienda, $ 13.355.000 
1848,Mantiene Cupo,36,Buen Cliente,Dependiente,Soltero,37,2671,F,Arrienda, $ 13.355.000 
275,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,31,2670,M,Propia, $ 13.350.000 
1274,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,31,2670,M,Propia, $ 13.350.000 
329,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,32,2662,M,Propia, $ 13.310.000 
1328,Aumenta Cupo,18,Buen Cliente,Independiente,Casado,32,2662,M,Propia, $ 13.310.000 
225,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,42,2659,M,Propia, $ 13.295.000 
1224,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,42,2659,M,Propia, $ 13.295.000 
16,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,30,2647,M,Propia, $ 13.235.000 
1015,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,30,2647,M,Propia, $ 13.235.000 
249,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,32,2631,F,Arrienda, $ 13.155.000 
1248,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,32,2631,F,Arrienda, $ 13.155.000 
885,Mantiene Cupo,15,Buen Cliente,Independiente,Soltero,28,2631,F,Arrienda, $ 13.155.000 
1884,Mantiene Cupo,15,Buen Cliente,Independiente,Soltero,28,2631,F,Arrienda, $ 13.155.000 
457,Mantiene Cupo,20,Buen Cliente,Independiente,Casado,35,2629,M,Propia, $ 13.145.000 
1456,Mantiene Cupo,20,Buen Cliente,Independiente,Casado,35,2629,M,Propia, $ 13.145.000 
935,Disminuye Cupo,16,Buen Cliente,Independiente,Casado,35,2625,M,Propia, $ 13.125.000 
1934,Disminuye Cupo,16,Buen Cliente,Independiente,Casado,35,2625,M,Propia, $ 13.125.000 
650,Mantiene Cupo,18,Buen Cliente,Independiente,Casado,30,2622,M,Propia, $ 13.110.000 
1649,Mantiene Cupo,18,Buen Cliente,Independiente,Casado,30,2622,M,Propia, $ 13.110.000 
716,Aumenta Cupo,38,Mal Cliente,Dependiente,Casado,29,2613,M,Propia, $ 13.065.000 
1715,Aumenta Cupo,36,Mal Cliente,Dependiente,Casado,29,2613,M,Propia, $ 13.065.000 
494,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,53,2611,F,Propia, $ 13.055.000 
1493,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,53,2611,F,Propia, $ 13.055.000 
309,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,36,2606,F,Arrienda, $ 13.030.000 
1308,Disminuye Cupo,21,Buen Cliente,Dependiente,Casado,36,2606,F,Arrienda, $ 13.030.000 
1117,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,48,2603,F,Arrienda, $ 13.015.000 
118,Aumenta Cupo,23,Buen Cliente,Dependiente,Casado,48,2603,F,Arrienda, $ 13.015.000 
762,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,43,2600,M,Propia, $ 13.000.000 
1761,Disminuye Cupo,18,Buen Cliente,Dependiente,Casado,43,2600,M,Propia, $ 13.000.000 
897,Aumenta Cupo,21,Buen Cliente,Independiente,Casado,36,2580,M,Propia, $ 12.900.000 
1896,Aumenta Cupo,21,Buen Cliente,Independiente,Casado,36,2580,M,Propia, $ 12.900.000 
902,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,31,2579,M,Propia, $ 12.895.000 
1901,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,31,2579,M,Propia, $ 12.895.000 
372,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,38,2578,M,Propia, $ 12.890.000 
1371,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,38,2578,M,Propia, $ 12.890.000 
630,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,34,2578,F,Arrienda, $ 12.890.000 
1629,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,34,2578,F,Arrienda, $ 12.890.000 
612,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,33,2577,M,Arrienda, $ 12.885.000 
1611,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,33,2577,M,Arrienda, $ 12.885.000 
659,Mantiene Cupo,7,Buen Cliente,Dependiente,Casado,36,2576,M,Propia, $ 12.880.000 
1658,Mantiene Cupo,7,Buen Cliente,Dependiente,Casado,36,2576,M,Propia, $ 12.880.000 
898,Aumenta Cupo,27,Buen Cliente,Independiente,Soltero,29,2570,F,Arrienda, $ 12.850.000 
1897,Aumenta Cupo,27,Buen Cliente,Independiente,Soltero,29,2570,F,Arrienda, $ 12.850.000 
240,Aumenta Cupo,39,Mal Cliente,Dependiente,Casado,31,2569,M,Propia, $ 12.845.000 
1239,Aumenta Cupo,39,Mal Cliente,Dependiente,Casado,31,2569,M,Propia, $ 12.845.000 
765,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,48,2538,M,Propia, $ 12.690.000 
1764,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,48,2538,M,Propia, $ 12.690.000 
401,Mantiene Cupo,27,Buen Cliente,Independiente,Casado,45,2528,F,Arrienda, $ 12.640.000 
1400,Mantiene Cupo,27,Buen Cliente,Independiente,Casado,45,2528,F,Arrienda, $ 12.640.000 
599,Disminuye Cupo,30,Buen Cliente,Dependiente,Soltero,36,2522,M,Propia, $ 12.610.000 
1598,Disminuye Cupo,30,Buen Cliente,Dependiente,Soltero,36,2522,M,Propia, $ 12.610.000 
846,Mantiene Cupo,27,Buen Cliente,Dependiente,Casado,36,2520,M,Propia, $ 12.600.000 
1845,Mantiene Cupo,27,Buen Cliente,Dependiente,Casado,36,2520,M,Propia, $ 12.600.000 
132,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,38,2515,M,Propia, $ 12.575.000 
1131,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,38,2515,M,Propia, $ 12.575.000 
734,Disminuye Cupo,15,Mal Cliente,Independiente,Casado,37,2511,F,Arrienda, $ 12.555.000 
1733,Disminuye Cupo,15,Mal Cliente,Independiente,Casado,37,2511,F,Arrienda, $ 12.555.000 
289,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,30,2507,M,Propia, $ 12.535.000 
1288,Aumenta Cupo,9,Buen Cliente,Independiente,Soltero,30,2507,M,Propia, $ 12.535.000 
649,Mantiene Cupo,30,Mal Cliente,Independiente,Soltero,31,2503,M,Propia, $ 12.515.000 
1648,Mantiene Cupo,30,Mal Cliente,Independiente,Soltero,31,2503,M,Propia, $ 12.515.000 
1212,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,32,2483,M,Propia, $ 12.415.000 
213,Disminuye Cupo,24,Mal Cliente,Dependiente,Casado,32,2483,M,Propia, $ 12.415.000 
146,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,37,2476,M,Propia, $ 12.380.000 
1145,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,37,2476,M,Propia, $ 12.380.000 
881,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,2473,M,Propia, $ 12.365.000 
1880,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,2473,M,Propia, $ 12.365.000 
502,Aumenta Cupo,24,Buen Cliente,Independiente,Casado,47,2463,F,Propia, $ 12.315.000 
1501,Aumenta Cupo,0,Buen Cliente,Independiente,Casado,47,2463,F,Propia, $ 12.315.000 
916,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,30,2462,M,Propia, $ 12.310.000 
1915,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,30,2462,M,Propia, $ 12.310.000 
460,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,37,2445,F,Propia, $ 12.225.000 
1459,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,37,2445,F,Propia, $ 12.225.000 
439,Disminuye Cupo,27,Buen Cliente,Independiente,Soltero,41,2442,M,Propia, $ 12.210.000 
1438,Disminuye Cupo,27,Buen Cliente,Independiente,Soltero,41,2442,M,Propia, $ 12.210.000 
889,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,34,2439,F,Arrienda, $ 12.195.000 
1888,Disminuye Cupo,24,Buen Cliente,Dependiente,Casado,34,2439,F,Arrienda, $ 12.195.000 
656,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,37,2427,M,Propia, $ 12.135.000 
1655,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,37,2427,M,Propia, $ 12.135.000 
654,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,46,2424,M,Propia, $ 12.120.000 
1653,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,46,2424,M,Propia, $ 12.120.000 
670,Mantiene Cupo,7,Buen Cliente,Dependiente,Soltero,47,2415,M,Propia, $ 12.075.000 
1669,Mantiene Cupo,7,Buen Cliente,Dependiente,Soltero,47,2415,M,Propia, $ 12.075.000 
144,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,28,2406,M,Propia, $ 12.030.000 
1143,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,28,2406,M,Propia, $ 12.030.000 
908,Disminuye Cupo,30,Buen Cliente,Dependiente,Casado,36,2406,F,Arrienda, $ 12.030.000 
1907,Disminuye Cupo,30,Buen Cliente,Dependiente,Casado,36,2406,F,Arrienda, $ 12.030.000 
332,Aumenta Cupo,18,Mal Cliente,Dependiente,Casado,36,2404,F,Arrienda, $ 12.020.000 
1331,Aumenta Cupo,18,Mal Cliente,Dependiente,Casado,36,2404,F,Arrienda, $ 12.020.000 
786,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,32,2397,M,Propia, $ 11.985.000 
1785,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,32,2397,M,Propia, $ 11.985.000 
145,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,42,2394,F,Arrienda, $ 11.970.000 
1144,Aumenta Cupo,36,Buen Cliente,Dependiente,Soltero,42,2394,F,Arrienda, $ 11.970.000 
187,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,52,2390,M,Propia, $ 11.950.000 
1186,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,52,2390,M,Propia, $ 11.950.000 
535,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,31,2389,F,Arrienda, $ 11.945.000 
1534,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,31,2389,F,Arrienda, $ 11.945.000 
238,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,32,2384,M,Propia, $ 11.920.000 
1237,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,32,2384,M,Propia, $ 11.920.000 
23,Mantiene Cupo,36,Buen Cliente,Dependiente,Casado,43,2384,M,Propia, $ 11.920.000 
1022,Mantiene Cupo,36,Buen Cliente,Dependiente,Casado,43,2384,M,Propia, $ 11.920.000 
414,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,2375,M,Propia, $ 11.875.000 
1413,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,28,2375,M,Propia, $ 11.875.000 
113,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,35,2366,M,Arrienda, $ 11.830.000 
1112,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,35,2366,M,Arrienda, $ 11.830.000 
84,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,31,2360,M,Propia, $ 11.800.000 
1083,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,31,2360,M,Propia, $ 11.800.000 
582,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,31,2359,M,Arrienda, $ 11.795.000 
1581,Disminuye Cupo,24,Buen Cliente,Dependiente,Soltero,31,2359,M,Arrienda, $ 11.795.000 
284,Mantiene Cupo,21,Buen Cliente,Independiente,Soltero,46,2353,M,Arrienda, $ 11.765.000 
1283,Mantiene Cupo,21,Buen Cliente,Independiente,Soltero,46,2353,M,Arrienda, $ 11.765.000 
641,Disminuye Cupo,36,Buen Cliente,Dependiente,Casado,35,2348,F,Propia, $ 11.740.000 
1640,Disminuye Cupo,36,Buen Cliente,Dependiente,Casado,35,2348,F,Propia, $ 11.740.000 
1086,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,2346,M,Propia, $ 11.730.000 
87,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,38,2346,M,Propia, $ 11.730.000 
19,Mantiene Cupo,36,Mal Cliente,Dependiente,Soltero,35,2337,M,Propia, $ 11.685.000 
1018,Mantiene Cupo,36,Mal Cliente,Dependiente,Soltero,35,2337,M,Propia, $ 11.685.000 
201,Aumenta Cupo,30,Mal Cliente,Dependiente,Casado,46,2333,M,Propia, $ 11.665.000 
1200,Aumenta Cupo,30,Mal Cliente,Dependiente,Casado,46,2333,M,Propia, $ 11.665.000 
459,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,29,2333,M,Propia, $ 11.665.000 
1458,Mantiene Cupo,24,Buen Cliente,Dependiente,Casado,29,2333,M,Propia, $ 11.665.000 
54,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,30,2331,M,Propia, $ 11.655.000 
1053,Aumenta Cupo,12,Buen Cliente,Dependiente,Casado,30,2331,M,Propia, $ 11.655.000 
1666,Mantiene Cupo,7,Buen Cliente,Dependiente,Casado,49,2329,F,Arrienda, $ 11.645.000 
667,Mantiene Cupo,0,Buen Cliente,Dependiente,Casado,49,2329,F,Arrienda, $ 11.645.000 
792,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,44,2327,F,Arrienda, $ 11.635.000 
1791,Mantiene Cupo,15,Buen Cliente,Dependiente,Casado,44,2327,F,Arrienda, $ 11.635.000 
433,Mantiene Cupo,15,Buen Cliente,Independiente,Casado,38,2326,M,Propia, $ 11.630.000 
1432,Mantiene Cupo,15,Buen Cliente,Independiente,Casado,38,2326,M,Propia, $ 11.630.000 
138,Disminuye Cupo,24,Mal Cliente,Independiente,Casado,51,2325,M,Propia, $ 11.625.000 
1137,Disminuye Cupo,24,Mal Cliente,Independiente,Casado,51,2325,M,Propia, $ 11.625.000 
469,Mantiene Cupo,36,Mal Cliente,Dependiente,Casado,36,2323,M,Propia, $ 11.615.000 
1468,Mantiene Cupo,36,Mal Cliente,Dependiente,Casado,36,2323,M,Propia, $ 11.615.000 
300,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,50,2320,F,Propia, $ 11.600.000 
1299,Aumenta Cupo,18,Buen Cliente,Dependiente,Soltero,50,2320,F,Propia, $ 11.600.000 
798,Mantiene Cupo,21,Buen Cliente,Dependiente,Soltero,31,2319,M,Arrienda, $ 11.595.000 
1797,Mantiene Cupo,21,Buen Cliente,Dependiente,Soltero,31,2319,M,Arrienda, $ 11.595.000 
259,Disminuye Cupo,10,Buen Cliente,Dependiente,Casado,29,2315,M,Propia, $ 11.575.000 
1258,Disminuye Cupo,10,Buen Cliente,Dependiente,Casado,29,2315,M,Propia, $ 11.575.000 
997,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,32,2303,M,Propia, $ 11.515.000 
1996,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,32,2303,M,Propia, $ 11.515.000 
858,Disminuye Cupo,58,Buen Cliente,Dependiente,Soltero,33,2302,M,Arrienda, $ 11.510.000 
1857,Disminuye Cupo,36,Buen Cliente,Dependiente,Soltero,33,2302,M,Arrienda, $ 11.510.000 
297,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,38,2301,F,Arrienda, $ 11.505.000 
1296,Aumenta Cupo,9,Buen Cliente,Dependiente,Casado,38,2301,F,Arrienda, $ 11.505.000 
1072,Aumenta Cupo,38,Mal Cliente,Dependiente,Soltero,32,2299,M,Propia, $ 11.495.000 
73,Aumenta Cupo,36,Mal Cliente,Dependiente,Soltero,32,2299,M,Propia, $ 11.495.000 
986,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,29,2292,M,Propia, $ 11.460.000 
1985,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,29,2292,M,Propia, $ 11.460.000 
441,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,35,2288,F,Arrienda, $ 11.440.000 
1440,Aumenta Cupo,21,Buen Cliente,Dependiente,Soltero,35,2288,F,Arrienda, $ 11.440.000 
1067,Aumenta Cupo,24,Buen Cliente,Dependiente,Casado,29,2284,M,Propia, $ 11.420.000 
68,Aumenta Cupo,23,Buen Cliente,Dependiente,Casado,29,2284,M,Propia, $ 11.420.000 
365,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,2279,M,Propia, $ 11.395.000 
1364,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,2279,M,Propia, $ 11.395.000 
807,Mantiene Cupo,18,Mal Cliente,Independiente,Soltero,31,2278,F,Arrienda, $ 11.390.000 
1806,Mantiene Cupo,18,Mal Cliente,Independiente,Soltero,31,2278,F,Arrienda, $ 11.390.000 
